date,followers,username,tweet,lat,lon
Tue Jul 12 15:19:28 PDT 2016,59,SCVMBXGT,I'm at дом https://t.co/G4msM8KVu3,55.664635,37.525032
Tue Jul 12 14:46:26 PDT 2016,20,Ольга,Когда в холодильнике одни яйца и огурцы😂😂😂 #пирог #бисквит @ Дом,милый дом https://t.co/hEktqKJ3eb,55.575077,38.254837
Tue Jul 12 13:43:37 PDT 2016,91,prischepov,Маленькие комедии в ЦДКЖ!!! Это великолепно!!! @ Центральный Дом Культуры Железнодорожников https://t.co/cv6CvK8Ukb,55.776096,37.65837
Tue Jul 12 13:33:17 PDT 2016,40,Варвара,I'm at Дом, милый дом) https://t.co/9XcVdfK6TH,55.673374,37.281857
Tue Jul 12 12:49:06 PDT 2016,171,а с я,I'm at Московский дом❤️ https://t.co/RArW6MYmPA,55.61459,37.700657
Tue Jul 12 12:47:45 PDT 2016,104,Максим Василенко,Just posted a photo @ Дом Правительства Московской области https://t.co/eRzl7PortS,55.815956,37.38143
Tue Jul 12 12:16:09 PDT 2016,287,Lera Bystrow,#нямка (@ Дом Кота Лёвы) https://t.co/Z6nAWCkfMk https://t.co/AUaHjNMpfa,55.748547,37.508423
Tue Jul 12 11:48:12 PDT 2016,15,Кристина Ваулина,Главное - не терять людей, с которыми у вас в голове тараканы одного вида! 🙈 @ Дом Мусье https://t.co/xg5sOx86LI,55.74436,37.627495
Tue Jul 12 11:30:23 PDT 2016,187,Дмитрий Камнев,I'm at ТК «Твой Дом» - @tvoy_dom in Мытищи https://t.co/e4k0JhfE7I,55.898605,37.673397
Tue Jul 12 11:22:12 PDT 2016,302,Ennuigi.,I'm at Лютый Дом https://t.co/mxKYa2ljXu,55.854748,37.502476
Tue Jul 12 11:14:28 PDT 2016,2854,Федор Иваница,Лужков-дом @ Дом-яйцо https://t.co/56T3ibJnR6,55.7627,37.64998
Tue Jul 12 10:59:29 PDT 2016,49,Татьяна Наумова,billkaulitz billyisnotok tomkaulitz @ Дом Борща https://t.co/0g9UqLFLdU,55.5707,37.564404
Tue Jul 12 10:58:31 PDT 2016,49,Татьяна Наумова,billkaulitz billyisnotok georglisting gustavschafer @ Дом Борща https://t.co/qZg0DFvJUc,55.5707,37.564404
Tue Jul 12 10:57:12 PDT 2016,49,Татьяна Наумова,billkaulitz billyisnotok @ Дом Борща https://t.co/UNH0I3RDmy,55.5707,37.564404
Tue Jul 12 10:02:24 PDT 2016,146,Chibisova Anastasia,I'm at Дом 12 in Москва https://t.co/UDbZVwxf6T https://t.co/LxfGl0iRMH,55.740368,37.593246
Tue Jul 12 09:52:08 PDT 2016,36,Степа Филенко,I'm at Московский международный дом музыки (ММДМ) in Москва https://t.co/T53fOcIfZy,55.733223,37.646175
Tue Jul 12 08:53:27 PDT 2016,91,prischepov,#цдкж #prischepov #alexanderprischepov @ Центральный Дом Культуры Железнодорожников https://t.co/L4dlxUrHDo,55.776096,37.65837
Tue Jul 12 06:36:38 PDT 2016,117,:::,I'm at Дом педагогической книги in Москва https://t.co/S4ZtwaFLQG,55.760586,37.61488
Tue Jul 12 06:13:38 PDT 2016,268,банальность зла,Синенько @ Дом Булгакова. Нехорошая Квартира 50 https://t.co/nOos4wY8gN,55.76724,37.59337
Tue Jul 12 04:22:57 PDT 2016,30,Maksim Nagibin,I'm at Мой Дом :))) in Москва, Россия w/ @tombo763 https://t.co/uN7aNgSw5Y,55.827774,37.43207
Tue Jul 12 03:59:39 PDT 2016,1083,Roman Шалфеич,-Знаешь как называется кладбище без трупов? -Не думаю... -Многоквартирный дом. @ Чертаново https://t.co/eNXNEKRcWz,55.63517,37.61323
Tue Jul 12 03:12:37 PDT 2016,2687,Ivan Safronov,I'm at Издательский дом «Коммерсантъ» in Москва, Moscow https://t.co/c5PHnL1BfG,55.747623,37.425434
Tue Jul 12 00:25:24 PDT 2016,45,Нюткин Розанова,Бегом в душ,кайФ😏😂 (@ 16-ая Парковая дом 37к1 in Москва) https://t.co/PLC6gd4jqj,55.805614,37.82953
Tue Jul 12 00:24:57 PDT 2016,104,Рыжая-я,#влицах @ Центральный дом художника - ЦДХ https://t.co/yoaA1YiwkX,55.73431,37.604755
Mon Jul 11 23:12:24 PDT 2016,196,⚫FoReVer•KiM⚫,От @fanbtsjimone  Черный Дом Сериал Дождь Dog Чай Большой #ОпросОтШлюхи https://t.co/HCORJ6jHkH,55.931885,37.889664
Mon Jul 11 16:53:57 PDT 2016,1486,Alena Vishnevskaya,До свидания Сочи. 💞 Здравствуй Москва. 💞 #Россия #Сочи2016❤️ #Москва2016 #дом #конецотпуску… https://t.co/hizENZeWE4,55.605087,37.286613
Mon Jul 11 15:37:17 PDT 2016,102,Alisa Raeva,Самое время, чтобы купить розетки 😬 (@ ТК «Твой Дом» - @tvoy_dom in Мытищи) https://t.co/oBcfT2lUR6,55.898605,37.673397
Tue Jul 12 12:57:09 PDT 2016,16,Valery Kalinin,Goodnight Moscow #двор #коробка #видизокна @ Северный Речной Порт, Москва https://t.co/rjIPyXojOQ,55.85508,37.46417
Mon Jul 11 12:11:54 PDT 2016,30,Maksim Nagibin,I'm at Школьный двор w/ @tombo763 https://t.co/sroHfIHAcd,55.83111,37.590233
Sun Jul 10 09:18:37 PDT 2016,456,Margrét Sergesdóttir,Тут таджики играют в футбол и орут пута мадре (@ Двор школы 1411 in Moscow) https://t.co/CDKInjiGvK,55.866966,37.600903
Sat Jul 09 21:50:49 PDT 2016,19,Оксана Здесева,I'm at Каретный Двор Барина Виталия w/ @fisichev https://t.co/oYSNBNEpXF,55.126137,38.02878
Sat Jul 09 18:42:21 PDT 2016,30,Maksim Nagibin,I'm at Школьный двор w/ @tombo763 https://t.co/tFcySjFbPY,55.83111,37.590233
Sat Jul 09 08:16:52 PDT 2016,47,Алла Чигогидзе,I'm at Артиллерийский двор Исторического музея - @1sthistorical in Москва https://t.co/LIlaHPMshB https://t.co/Hhfq6fAZeP,55.755497,37.618744
Fri Jul 08 17:50:31 PDT 2016,30,Maksim Nagibin,I'm at Школьный двор w/ @tombo763 https://t.co/FhAsnP2BJW,55.83111,37.590233
Fri Jul 08 04:48:48 PDT 2016,207,Вовка,Тачки кожуховские.  #кожухово #косино #москва #россия #авто #машина #парковка #двор #улица… https://t.co/hROyhWsBz0,55.71301,37.888115
Wed Jul 06 23:20:15 PDT 2016,134,D,I'm at Двор школы 1411 in Moscow https://t.co/vi1ZenMWkG,55.866966,37.600903
Wed Jul 06 09:12:42 PDT 2016,134,D,I'm at Двор школы #761 in Moscow https://t.co/RbRRZvZVTU,55.86838,37.596096
Wed Jul 06 05:31:02 PDT 2016,123,сер,I'm at Двор на Новозаводской in Москва https://t.co/xTQvLH8B1D,55.752323,37.502117
Wed Jul 06 04:45:09 PDT 2016,25,Bear968,Наш двор самый спортивный в мире!!! #баскетбол #футбол #волейбол #бег #ролики #велосипед… https://t.co/XDAbc7lgyL,55.604515,38.098038
Tue Jul 05 11:25:39 PDT 2016,401,батяня вомбат,I'm at Двор 95 Жи Есть https://t.co/vyJHdyU4uy,55.779137,37.53008
Mon Jul 04 12:48:19 PDT 2016,25,ОЛЬГА КУРИЛОВА,I'm at Двор https://t.co/Nroclseeuo,55.697067,37.511486
Sun Jul 03 09:59:25 PDT 2016,125,Дмитрий Сивцов,I'm at Техномолл «Горбушкин Двор» in Москва https://t.co/RFqvTVq8OG,55.742332,37.50432
Tue Jul 12 11:06:17 PDT 2016,4,Эверест,Продажа однокомнатная квартира Моско�... Цена: 2 590 000 руб. https://t.co/bqaomvuUom https://t.co/Ijg10O0oxm,55.964756,37.860397
Tue Jul 12 09:42:36 PDT 2016,576,vlada.banana,Когда ничего не болит (@ Бич-квартира in Москва) https://t.co/EbvdRaEAU7 https://t.co/JWBItFr2qh,55.707813,37.62223
Tue Jul 12 08:41:23 PDT 2016,4,Эверест,Продается однокомнатная квартира Ива�... Цена: 3 150 000 руб. https://t.co/XMVkVhodBJ https://t.co/1FST9bUrsE,55.97324,37.931805
Tue Jul 12 08:28:34 PDT 2016,331,сонный пряник,I'm at Нехорошая квартира in Москва https://t.co/7rspwe8k1s,55.76712,37.593506
Tue Jul 12 14:39:36 PDT 2016,45,Valeriya Gerts,Дорвалась до клиентских карт! 😲😗Ну что, кто хочет вступить в Клуб 💳 клиентов и получать денежки… https://t.co/TUg46ABfqA,55.421814,37.48541
Tue Jul 12 10:31:54 PDT 2016,37,Ермаков Андрей,Первая тренировка в новом тренажёрном зале. (@ Фитнес клуб Инферно in Москва) https://t.co/Uqr09KSY0q,55.59739,37.60683
Tue Jul 12 09:50:35 PDT 2016,81,Alexandra Larina,I'm at Спортинг-клуб «Москва» in Solmanovo, Moskovskaya https://t.co/KK0p5lmCOD,55.62585,37.200176
Tue Jul 12 09:17:20 PDT 2016,965,Alexander,Возобновляем тренировки... @ Московский городской Гольф Клуб https://t.co/v63R89oOMH,55.723312,37.518234
Tue Jul 12 05:47:18 PDT 2016,202,Саша,Just posted a photo @ Загородный Клуб "завидное" https://t.co/lDEJaEIMiK,55.56082,37.6399
Tue Jul 12 05:04:10 PDT 2016,742,SOUL KITCHEN LIVE,Добрый вечер , Дамы и Господа! 🎩  Клуб "Hooligan", 16.07.16. 💣  Soul Kitchen приглашает Вас на… https://t.co/q5VK1x3eW6,55.75591,37.56147
Tue Jul 12 00:22:20 PDT 2016,61,Anton Polegaev,#Training #Starts #Today #ke1 #клубединоборств1 @ufc #belt #goal #vk @ Клуб Единоборств N1 https://t.co/9aBog0o3ZO,55.806213,37.739243
Mon Jul 11 19:22:06 PDT 2016,55,Hark!,meshin_md  проводит мастер класс #бильярд @ Бильярдный Клуб "сова" https://t.co/LYGnBfMhBV,55.7349,37.66505
Mon Jul 11 11:13:00 PDT 2016,41480,Natali Velgusheva,На благотворительном концерте памяти Жанны Фриске @ Клуб Алексея Козлова https://t.co/lxfvrYjJ7Q,55.782883,37.627754
Mon Jul 11 10:29:43 PDT 2016,65,Ruby without Rails,Приветствие учителя: «Добро пожаловать в клуб самоубийц». (@ Автошкола Нива) https://t.co/QYJ9pe7vjR https://t.co/FHOujDfKJF,55.571888,37.57581
Mon Jul 11 09:12:31 PDT 2016,104,Dionis Kelm,5 августа - Москва клуб Секрет, 7 августа - г.Дно, Псковская обл., День города, 26 августа -… https://t.co/jAYvdqjk1c,55.647552,37.650528
Mon Jul 11 03:56:05 PDT 2016,866,Сад Эрмитаж,С 12 июля в саду «Эрмитаж» начнет работу летний клуб «Мосволонтёр». Занятия будут проводиться по… https://t.co/bCpYX9sQnN,55.770424,37.609806
Sun Jul 10 16:31:07 PDT 2016,419,Бинсу сатан,#Jisim #jisiminmoscow @ Клуб Театръ https://t.co/ntzlafZStB,55.76668,37.663708
Sun Jul 10 16:30:06 PDT 2016,99,Нурuшkа,👯 #моямосква #клуб @ Moscow, Russia https://t.co/xm0xEmLe7O,55.7522,37.6156
Sun Jul 10 16:27:16 PDT 2016,419,Бинсу сатан,Немного Эндапа #Andup #andupinmoscow @ Клуб Театръ https://t.co/dhXIip4InF,55.76668,37.663708
